title,date,home_team,away_team,score,home_score,away_score,period_scores,meta_line,match_id,url,error
"Súťaže a štatistiky | Tipsport liga | Hokejový klub Dukla Ingema Michalovce vs. HK Nitra, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-25,Hokejový klub Dukla Ingema Michalovce,"HK Nitra, s.r.o.",2 : 3,2,3,0:2 | 1:0 | 1:1,"4. kolo, Číslo zápasu",153251,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153251/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  vs. HC SLOVAN Bratislava, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-25,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.","HC SLOVAN Bratislava, a.s.",2 : 3,2,3,1:1 | 1:2 | 0:0,"4. kolo, Číslo zápasu",153252,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153252/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC Košice  s.r.o.  vs. HC ‘05 BANSKÁ BYSTRICA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-26,HC Košice s.r.o.,"HC ‘05 BANSKÁ BYSTRICA, a.s.",4 : 2,4,2,1:1 | 1:0 | 2:1,"5. kolo, Číslo zápasu",153253,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153253/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | VLCI ŽILINA, a.s. vs. Hokejový klub  Poprad a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-26,"VLCI ŽILINA, a.s.",Hokejový klub Poprad a.s.,1 : 4,1,4,1:1 | 0:1 | 0:2,"5. kolo, Číslo zápasu",153254,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153254/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Nitra, s.r.o. vs. Hokejový klub Dukla Ingema Michalovce | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-27,"HK Nitra, s.r.o.",Hokejový klub Dukla Ingema Michalovce,5 : 3,5,3,1:1 | 3:2 | 1:0,"5. kolo, Číslo zápasu",153255,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153255/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC ‘05 BANSKÁ BYSTRICA, a.s. vs. HC Košice  s.r.o.  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-28,"HC ‘05 BANSKÁ BYSTRICA, a.s.",HC Košice s.r.o.,2 : 3 pp,2,3,1:1 | 1:1 | 0:0 | 0:1,"6. kolo, Číslo zápasu",153257,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153257/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub  Poprad a.s. vs. VLCI ŽILINA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-28,Hokejový klub Poprad a.s.,"VLCI ŽILINA, a.s.",3 : 1,3,1,1:0 | 1:1 | 1:0,"6. kolo, Číslo zápasu",153258,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153258/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub Dukla Ingema Michalovce vs. HK Nitra, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-29,Hokejový klub Dukla Ingema Michalovce,"HK Nitra, s.r.o.",4 : 2,4,2,1:1 | 0:1 | 3:0,"6. kolo, Číslo zápasu",153259,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153259/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC Košice  s.r.o.  vs. HC ‘05 BANSKÁ BYSTRICA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-30,HC Košice s.r.o.,"HC ‘05 BANSKÁ BYSTRICA, a.s.",3 : 1,3,1,1:0 | 2:0 | 0:1,"7. kolo, Číslo zápasu",153261,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153261/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Nitra, s.r.o. vs. HKM a.s  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-03,"HK Nitra, s.r.o.",HKM a.s,3 : 5,3,5,2:0 | 1:2 | 0:3,"35. kolo, Číslo zápasu",153286,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153286/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC SLOVAN Bratislava, a.s. vs. HC ‘05 BANSKÁ BYSTRICA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-03,"HC SLOVAN Bratislava, a.s.","HC ‘05 BANSKÁ BYSTRICA, a.s.",2 : 4,2,4,0:1 | 1:0 | 1:3,"35. kolo, Číslo zápasu",153287,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153287/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub DUKLA Trenčín, a.s. vs. VLCI ŽILINA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-03,"Hokejový klub DUKLA Trenčín, a.s.","VLCI ŽILINA, a.s.",1 : 3,1,3,0:1 | 1:2 | 0:0,"35. kolo, Číslo zápasu",153288,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153288/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Rysy, s.r.o. vs. Hokejový klub  Poprad a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-03,"HK Rysy, s.r.o.",Hokejový klub Poprad a.s.,3 : 1,3,1,2:0 | 0:1 | 1:0,"35. kolo, Číslo zápasu",153289,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153289/PlayByPlay,
Súťaže a štatistiky | Tipsport liga | HC Košice  s.r.o.  vs. Presov Hockey a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja,2026-01-03,HC Košice s.r.o.,Presov Hockey a.s.,4 : 6,4,6,2:1 | 1:1 | 1:4,"35. kolo, Číslo zápasu",153290,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153290/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub Dukla Ingema Michalovce vs. Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-03,Hokejový klub Dukla Ingema Michalovce,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",4 : 3,4,3,2:0 | 1:2 | 1:1,"35. kolo, Číslo zápasu",153291,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153291/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HKM a.s  vs. Hokejový klub DUKLA Trenčín, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-05,HKM a.s,"Hokejový klub DUKLA Trenčín, a.s.",3 : 2 pp,3,2,0:1 | 0:0 | 2:1 | 1:0,"36. kolo, Číslo zápasu",153292,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153292/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC SLOVAN Bratislava, a.s. vs. VLCI ŽILINA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-05,"HC SLOVAN Bratislava, a.s.","VLCI ŽILINA, a.s.",4 : 1,4,1,0:0 | 2:1 | 2:0,"36. kolo, Číslo zápasu",153293,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153293/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC ‘05 BANSKÁ BYSTRICA, a.s. vs. HK Nitra, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-05,"HC ‘05 BANSKÁ BYSTRICA, a.s.","HK Nitra, s.r.o.",5 : 2,5,2,2:0 | 2:2 | 1:0,"36. kolo, Číslo zápasu",153294,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153294/PlayByPlay,
Súťaže a štatistiky | Tipsport liga | Hokejový klub  Poprad a.s. vs. Hokejový klub Dukla Ingema Michalovce | HockeySlovakia.sk - oficiálny web slovenského hokeja,2026-01-05,Hokejový klub Poprad a.s.,Hokejový klub Dukla Ingema Michalovce,4 : 3 sn,4,3,2:0 | 0:2 | 1:1 | 0:0,"36. kolo, Číslo zápasu",153295,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153295/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  vs. HC Košice  s.r.o.  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-05,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",HC Košice s.r.o.,1 : 3,1,3,0:0 | 0:3 | 1:0,"36. kolo, Číslo zápasu",153296,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153296/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Presov Hockey a.s. vs. HK Rysy, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-05,Presov Hockey a.s.,"HK Rysy, s.r.o.",0 : 3,0,3,0:2 | 0:0 | 0:1,"36. kolo, Číslo zápasu",153297,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153297/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub DUKLA Trenčín, a.s. vs. HC 19 Humenné | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-27,"Hokejový klub DUKLA Trenčín, a.s.",HC 19 Humenné,3 : 2,3,2,1:0 | 2:1 | 0:1,"1. kolo, Číslo zápasu",153298,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153298/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Presov Hockey a.s. vs. HK Skalica, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-27,Presov Hockey a.s.,"HK Skalica, s.r.o.",7 : 4,7,4,1:3 | 3:1 | 3:0,"1. kolo, Číslo zápasu",153299,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153299/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC 19 Humenné vs. HK Skalica, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-29,HC 19 Humenné,"HK Skalica, s.r.o.",3 : 2,3,2,0:0 | 2:2 | 1:0,"2. kolo, Číslo zápasu",153300,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153300/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub DUKLA Trenčín, a.s. vs. Presov Hockey a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-29,"Hokejový klub DUKLA Trenčín, a.s.",Presov Hockey a.s.,2 : 1 pp,2,1,0:0 | 1:1 | 0:0 | 1:0,"2. kolo, Číslo zápasu",153301,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153301/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | VLCI ŽILINA, a.s. vs. Hokejový klub  Poprad a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-09,"VLCI ŽILINA, a.s.",Hokejový klub Poprad a.s.,4 : 2,4,2,0:2 | 2:0 | 2:0,"37. kolo, Číslo zápasu",153322,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153322/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub DUKLA Trenčín, a.s. vs. HC ‘05 BANSKÁ BYSTRICA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-09,"Hokejový klub DUKLA Trenčín, a.s.","HC ‘05 BANSKÁ BYSTRICA, a.s.",2 : 6,2,6,1:1 | 1:3 | 0:2,"37. kolo, Číslo zápasu",153323,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153323/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Presov Hockey a.s. vs. HC SLOVAN Bratislava, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-09,Presov Hockey a.s.,"HC SLOVAN Bratislava, a.s.",1 : 3,1,3,0:1 | 1:0 | 0:2,"37. kolo, Číslo zápasu",153324,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153324/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  vs. HKM a.s  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-09,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",HKM a.s,2 : 3 pp,2,3,0:1 | 1:0 | 1:1 | 0:1,"37. kolo, Číslo zápasu",153325,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153325/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub Dukla Ingema Michalovce vs. HK Nitra, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-09,Hokejový klub Dukla Ingema Michalovce,"HK Nitra, s.r.o.",3 : 4 pp,3,4,2:0 | 1:1 | 0:2 | 0:1,"37. kolo, Číslo zápasu",153326,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153326/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC Košice  s.r.o.  vs. HK Rysy, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-02-03,HC Košice s.r.o.,"HK Rysy, s.r.o.",3 : 1,3,1,0:0 | 0:1 | 3:0,"37. kolo, Číslo zápasu",153327,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153327/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub  Poprad a.s. vs. HK Rysy, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-11,Hokejový klub Poprad a.s.,"HK Rysy, s.r.o.",4 : 1,4,1,2:0 | 1:0 | 1:1,"38. kolo, Číslo zápasu",153328,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153328/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Nitra, s.r.o. vs. HC Košice  s.r.o.  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-14,"HK Nitra, s.r.o.",HC Košice s.r.o.,3 : 2,3,2,0:1 | 2:0 | 1:1,"38. kolo, Číslo zápasu",153329,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153329/PlayByPlay,
Súťaže a štatistiky | Tipsport liga | HKM a.s  vs. Hokejový klub Dukla Ingema Michalovce | HockeySlovakia.sk - oficiálny web slovenského hokeja,2026-01-11,HKM a.s,Hokejový klub Dukla Ingema Michalovce,3 : 2,3,2,1:0 | 1:2 | 1:0,"38. kolo, Číslo zápasu",153330,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153330/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Presov Hockey a.s. vs. Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-11,Presov Hockey a.s.,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",3 : 2 pp,3,2,2:1 | 0:0 | 0:1 | 1:0,"38. kolo, Číslo zápasu",153331,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153331/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC ‘05 BANSKÁ BYSTRICA, a.s. vs. HC SLOVAN Bratislava, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-11,"HC ‘05 BANSKÁ BYSTRICA, a.s.","HC SLOVAN Bratislava, a.s.",2 : 3,2,3,1:0 | 1:2 | 0:1,"38. kolo, Číslo zápasu",153332,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153332/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | VLCI ŽILINA, a.s. vs. Hokejový klub DUKLA Trenčín, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-11,"VLCI ŽILINA, a.s.","Hokejový klub DUKLA Trenčín, a.s.",6 : 3,6,3,2:1 | 2:2 | 2:0,"38. kolo, Číslo zápasu",153333,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153333/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub DUKLA Trenčín, a.s. vs. Hokejový klub  Poprad a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-16,"Hokejový klub DUKLA Trenčín, a.s.",Hokejový klub Poprad a.s.,1 : 3,1,3,0:0 | 0:1 | 1:2,"39. kolo, Číslo zápasu",153334,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153334/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC SLOVAN Bratislava, a.s. vs. VLCI ŽILINA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-16,"HC SLOVAN Bratislava, a.s.","VLCI ŽILINA, a.s.",2 : 1 sn,2,1,0:0 | 1:1 | 0:0 | 0:0,"39. kolo, Číslo zápasu",153335,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153335/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  vs. HC ‘05 BANSKÁ BYSTRICA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-16,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.","HC ‘05 BANSKÁ BYSTRICA, a.s.",8 : 1,8,1,4:0 | 1:1 | 3:0,"39. kolo, Číslo zápasu",153336,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153336/PlayByPlay,
Súťaže a štatistiky | Tipsport liga | Hokejový klub Dukla Ingema Michalovce vs. Presov Hockey a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja,2026-01-16,Hokejový klub Dukla Ingema Michalovce,Presov Hockey a.s.,1 : 3,1,3,0:1 | 0:1 | 1:1,"39. kolo, Číslo zápasu",153337,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153337/PlayByPlay,
Súťaže a štatistiky | Tipsport liga | HC Košice  s.r.o.  vs. HKM a.s  | HockeySlovakia.sk - oficiálny web slovenského hokeja,2026-01-16,HC Košice s.r.o.,HKM a.s,0 : 5,0,5,0:2 | 0:2 | 0:1,"39. kolo, Číslo zápasu",153338,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153338/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Rysy, s.r.o. vs. HK Nitra, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-16,"HK Rysy, s.r.o.","HK Nitra, s.r.o.",2 : 3 pp,2,3,0:1 | 1:0 | 1:1 | 0:1,"39. kolo, Číslo zápasu",153339,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153339/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub  Poprad a.s. vs. HK Nitra, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-18,Hokejový klub Poprad a.s.,"HK Nitra, s.r.o.",2 : 5,2,5,0:1 | 1:2 | 1:2,"40. kolo, Číslo zápasu",153340,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153340/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HKM a.s  vs. HK Rysy, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-18,HKM a.s,"HK Rysy, s.r.o.",2 : 5,2,5,2:0 | 0:4 | 0:1,"40. kolo, Číslo zápasu",153341,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153341/PlayByPlay,
Súťaže a štatistiky | Tipsport liga | HC Košice  s.r.o.  vs. Presov Hockey a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja,2026-01-18,HC Košice s.r.o.,Presov Hockey a.s.,4 : 2,4,2,2:2 | 0:0 | 2:0,"40. kolo, Číslo zápasu",153342,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153342/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC ‘05 BANSKÁ BYSTRICA, a.s. vs. Hokejový klub Dukla Ingema Michalovce | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-18,"HC ‘05 BANSKÁ BYSTRICA, a.s.",Hokejový klub Dukla Ingema Michalovce,5 : 4 sn,5,4,0:1 | 0:2 | 4:1 | 0:0,"40. kolo, Číslo zápasu",153343,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153343/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | VLCI ŽILINA, a.s. vs. Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-18,"VLCI ŽILINA, a.s.","Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",3 : 2,3,2,0:1 | 1:1 | 2:0,"40. kolo, Číslo zápasu",153344,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153344/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub DUKLA Trenčín, a.s. vs. HC SLOVAN Bratislava, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-18,"Hokejový klub DUKLA Trenčín, a.s.","HC SLOVAN Bratislava, a.s.",1 : 6,1,6,1:2 | 0:2 | 0:2,"40. kolo, Číslo zápasu",153345,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153345/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub  Poprad a.s. vs. HC SLOVAN Bratislava, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-23,Hokejový klub Poprad a.s.,"HC SLOVAN Bratislava, a.s.",1 : 2,1,2,0:0 | 1:1 | 0:1,"41. kolo, Číslo zápasu",153346,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153346/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  vs. Hokejový klub DUKLA Trenčín, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-23,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.","Hokejový klub DUKLA Trenčín, a.s.",1 : 2,1,2,0:1 | 0:1 | 1:0,"41. kolo, Číslo zápasu",153347,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153347/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub Dukla Ingema Michalovce vs. VLCI ŽILINA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-23,Hokejový klub Dukla Ingema Michalovce,"VLCI ŽILINA, a.s.",6 : 3,6,3,3:0 | 1:2 | 2:1,"41. kolo, Číslo zápasu",153348,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153348/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC Košice  s.r.o.  vs. HC ‘05 BANSKÁ BYSTRICA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-23,HC Košice s.r.o.,"HC ‘05 BANSKÁ BYSTRICA, a.s.",2 : 1,2,1,0:0 | 1:1 | 1:0,"41. kolo, Číslo zápasu",153349,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153349/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Rysy, s.r.o. vs. Presov Hockey a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-23,"HK Rysy, s.r.o.",Presov Hockey a.s.,6 : 3,6,3,1:1 | 2:1 | 3:1,"41. kolo, Číslo zápasu",153350,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153350/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Nitra, s.r.o. vs. HKM a.s  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-23,"HK Nitra, s.r.o.",HKM a.s,2 : 3 pp,2,3,1:0 | 1:1 | 0:1 | 0:1,"41. kolo, Číslo zápasu",153351,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153351/PlayByPlay,
Súťaže a štatistiky | Tipsport liga | Hokejový klub  Poprad a.s. vs. HKM a.s  | HockeySlovakia.sk - oficiálny web slovenského hokeja,2026-01-25,Hokejový klub Poprad a.s.,HKM a.s,3 : 4 pp,3,4,1:0 | 1:2 | 1:1 | 0:1,"42. kolo, Číslo zápasu",153352,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153352/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Presov Hockey a.s. vs. HK Nitra, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-25,Presov Hockey a.s.,"HK Nitra, s.r.o.",0 : 2,0,2,0:1 | 0:0 | 0:1,"42. kolo, Číslo zápasu",153353,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153353/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC ‘05 BANSKÁ BYSTRICA, a.s. vs. HK Rysy, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-20,"HC ‘05 BANSKÁ BYSTRICA, a.s.","HK Rysy, s.r.o.",6 : 4,6,4,1:1 | 2:2 | 3:1,"42. kolo, Číslo zápasu",153354,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153354/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | VLCI ŽILINA, a.s. vs. HC Košice  s.r.o.  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-25,"VLCI ŽILINA, a.s.",HC Košice s.r.o.,2 : 4,2,4,0:2 | 2:1 | 0:1,"42. kolo, Číslo zápasu",153355,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153355/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub DUKLA Trenčín, a.s. vs. Hokejový klub Dukla Ingema Michalovce | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-25,"Hokejový klub DUKLA Trenčín, a.s.",Hokejový klub Dukla Ingema Michalovce,2 : 4,2,4,0:2 | 1:1 | 1:1,"42. kolo, Číslo zápasu",153356,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153356/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC SLOVAN Bratislava, a.s. vs. Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-01-25,"HC SLOVAN Bratislava, a.s.","Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",7 : 1,7,1,2:1 | 5:0 | 0:0,"42. kolo, Číslo zápasu",153357,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153357/PlayByPlay,
